RunningTime Objetos Architecture Effects Resolution
5.23 1000 CPU 001 1920x1080.sc
17.53 4000 GPU 110 1440x900.sc
21.02 16000 CPU 010 1920x1080.sc
21.49 65000 CPU 010 1280x720.sc
28.64 4000 CPU 101 1280x720.sc
76.50 65000 GPU 011 1440x900.sc
21.40 65000 CPU 010 1280x720.sc
37.56 260000 CPU 000 1280x720.sc
6.62 1000 GPU 110 1920x1080.sc
4.60 1000 GPU 100 1920x1080.sc
633.73 260000 CPU 111 1920x1080.sc
137.87 65000 GPU 110 1920x1080.sc
3.96 1000 CPU 011 1280x720.sc
3.60 16000 GPU 000 1280x720.sc
4.13 1000 GPU 100 1440x900.sc
2.16 4000 GPU 000 1440x900.sc
172.41 65000 CPU 110 1920x1080.sc
49.03 260000 CPU 001 1280x720.sc
366.33 260000 CPU 101 1920x1080.sc
27.95 65000 GPU 001 1440x900.sc
126.93 65000 CPU 101 1440x900.sc
12.48 65000 GPU 000 1440x900.sc
19.52 1000 CPU 111 1280x720.sc
20.56 16000 GPU 100 1440x900.sc
24.53 65000 GPU 010 1440x900.sc
5.58 1000 CPU 010 1920x1080.sc
16.34 1000 CPU 101 1280x720.sc
99.31 16000 CPU 111 1280x720.sc
15.21 1000 CPU 100 1280x720.sc
51.92 260000 CPU 010 1280x720.sc
64.08 4000 CPU 111 1920x1080.sc
23.19 65000 CPU 000 1920x1080.sc
27.80 65000 CPU 010 1440x900.sc
61.74 260000 CPU 001 1440x900.sc
20.79 1000 CPU 101 1440x900.sc
1.23 1000 GPU 001 1280x720.sc
10.23 16000 GPU 010 1440x900.sc
25.43 1000 CPU 101 1920x1080.sc
258.93 260000 GPU 100 1920x1080.sc
1.21 1000 GPU 000 1920x1080.sc
7.70 1000 GPU 111 1440x900.sc
84.62 16000 CPU 110 1440x900.sc
35.60 4000 GPU 111 1920x1080.sc
226.76 260000 CPU 100 1440x900.sc
22.63 1000 CPU 110 1440x900.sc
28.60 4000 CPU 101 1280x720.sc
1.41 1000 GPU 001 1440x900.sc
26.17 16000 CPU 011 1440x900.sc
19.51 1000 CPU 100 1440x900.sc
14.35 16000 CPU 001 1440x900.sc
402.02 260000 CPU 111 1280x720.sc
77.53 260000 CPU 010 1920x1080.sc
1.90 1000 GPU 011 1440x900.sc
4.63 1000 CPU 010 1440x900.sc
19.52 1000 CPU 100 1440x900.sc
27.81 65000 CPU 010 1440x900.sc
24.12 1000 CPU 111 1440x900.sc
109.99 16000 GPU 111 1280x720.sc
22.35 16000 GPU 011 1280x720.sc
456.78 65000 GPU 111 1920x1080.sc
105.52 65000 CPU 110 1280x720.sc
239.26 260000 CPU 101 1280x720.sc
5.80 4000 CPU 001 1280x720.sc
137.20 65000 CPU 110 1440x900.sc
16.29 16000 GPU 100 1280x720.sc
27.95 65000 GPU 001 1440x900.sc
126.99 65000 CPU 101 1440x900.sc
53.79 4000 CPU 110 1920x1080.sc
35.49 4000 GPU 111 1920x1080.sc
3.43 1000 GPU 100 1280x720.sc
4.26 1000 CPU 001 1440x900.sc
32.71 65000 CPU 001 1920x1080.sc
5.35 16000 GPU 000 1920x1080.sc
7.70 1000 GPU 111 1440x900.sc
74.39 260000 CPU 001 1920x1080.sc
23.12 65000 CPU 000 1920x1080.sc
21.33 65000 GPU 001 1280x720.sc
34.93 65000 CPU 011 1280x720.sc
1052.99 260000 GPU 111 1440x900.sc
22.32 16000 GPU 011 1280x720.sc
50.22 16000 GPU 110 1440x900.sc
40.57 4000 CPU 111 1280x720.sc
28.71 16000 GPU 011 1440x900.sc
170.04 260000 GPU 011 1280x720.sc
1052.28 260000 GPU 111 1440x900.sc
509.86 260000 GPU 101 1920x1080.sc
14.65 4000 GPU 110 1280x720.sc
302.49 260000 CPU 101 1440x900.sc
1.82 4000 GPU 000 1280x720.sc
137.96 65000 GPU 110 1920x1080.sc
113.93 65000 CPU 100 1920x1080.sc
5.26 1000 GPU 110 1280x720.sc
172.59 65000 CPU 110 1920x1080.sc
226.88 260000 CPU 100 1440x900.sc
99.36 16000 CPU 111 1280x720.sc
47.32 65000 CPU 011 1440x900.sc
1265.52 260000 GPU 111 1920x1080.sc
98.90 65000 GPU 110 1280x720.sc
18.06 1000 CPU 110 1280x720.sc
50.30 16000 GPU 110 1440x900.sc
10.29 65000 GPU 000 1280x720.sc
4.20 1000 CPU 001 1440x900.sc
4.41 4000 GPU 001 1920x1080.sc
2.52 4000 GPU 000 1920x1080.sc
16.27 16000 GPU 100 1280x720.sc
90.12 16000 CPU 101 1920x1080.sc
53.78 4000 CPU 110 1920x1080.sc
13.54 4000 GPU 101 1280x720.sc
12.97 4000 CPU 011 1920x1080.sc
168.04 65000 GPU 101 1920x1080.sc
6.61 4000 CPU 000 1440x900.sc
24.08 1000 CPU 111 1440x900.sc
3.70 1000 CPU 010 1280x720.sc
13.46 16000 GPU 001 1920x1080.sc
57.68 65000 GPU 011 1280x720.sc
89.89 65000 CPU 100 1440x900.sc
159.39 16000 GPU 111 1920x1080.sc
1.58 1000 GPU 011 1280x720.sc
314.70 260000 CPU 110 1440x900.sc
838.04 260000 GPU 111 1280x720.sc
89.85 65000 CPU 100 1440x900.sc
94.06 65000 CPU 101 1280x720.sc
5.53 1000 GPU 101 1440x900.sc
69.56 65000 CPU 100 1280x720.sc
8.54 16000 GPU 001 1280x720.sc
2.88 4000 GPU 001 1280x720.sc
1052.57 260000 GPU 111 1440x900.sc
20.18 65000 GPU 010 1280x720.sc
26.42 4000 GPU 111 1280x720.sc
4.60 1000 GPU 100 1920x1080.sc
3.42 1000 GPU 100 1280x720.sc
41.02 16000 GPU 101 1280x720.sc
272.69 260000 CPU 100 1920x1080.sc
17.53 4000 GPU 101 1440x900.sc
127.90 260000 CPU 011 1920x1080.sc
161.64 65000 CPU 101 1920x1080.sc
22.63 1000 CPU 110 1440x900.sc
68.75 65000 GPU 100 1920x1080.sc
515.12 260000 CPU 111 1440x900.sc
322.71 260000 GPU 110 1280x720.sc
63.92 260000 CPU 010 1440x900.sc
20.97 16000 CPU 010 1920x1080.sc
53.83 4000 CPU 110 1920x1080.sc
4.50 16000 GPU 000 1440x900.sc
173.41 65000 CPU 111 1280x720.sc
182.07 260000 CPU 100 1280x720.sc
24.65 65000 GPU 010 1440x900.sc
14.67 4000 GPU 110 1280x720.sc
25.69 65000 CPU 001 1440x900.sc
44.28 4000 CPU 110 1440x900.sc
74.45 260000 CPU 001 1920x1080.sc
22.65 1000 CPU 110 1440x900.sc
1.71 1000 GPU 010 1920x1080.sc
1.41 1000 GPU 010 1440x900.sc
14.23 65000 CPU 000 1280x720.sc
10.76 4000 CPU 011 1440x900.sc
352.05 260000 GPU 101 1280x720.sc
6.68 1000 GPU 111 1280x720.sc
61.46 260000 CPU 001 1440x900.sc
1.22 1000 GPU 000 1440x900.sc
16.32 16000 GPU 100 1280x720.sc
7.67 1000 GPU 111 1440x900.sc
126.94 65000 CPU 101 1440x900.sc
156.03 16000 CPU 111 1920x1080.sc
3.02 4000 GPU 001 1280x720.sc
137.04 65000 GPU 101 1440x900.sc
421.07 260000 GPU 110 1920x1080.sc
6.66 1000 GPU 111 1280x720.sc
9.43 4000 GPU 100 1440x900.sc
89.79 65000 CPU 100 1440x900.sc
113.97 65000 CPU 100 1920x1080.sc
70.98 16000 CPU 101 1440x900.sc
137.32 65000 CPU 110 1440x900.sc
1.44 1000 GPU 001 1440x900.sc
14.19 65000 GPU 000 1920x1080.sc
5.94 1000 GPU 101 1920x1080.sc
10.31 65000 GPU 000 1280x720.sc
47.34 260000 GPU 000 1440x900.sc
75.46 260000 GPU 010 1440x900.sc
18.09 16000 CPU 001 1920x1080.sc
40.69 4000 CPU 111 1280x720.sc
7.54 4000 GPU 011 1920x1080.sc
103.57 260000 GPU 001 1920x1080.sc
4.54 1000 GPU 101 1280x720.sc
23.87 1000 CPU 100 1920x1080.sc
19.60 4000 GPU 110 1920x1080.sc
402.24 260000 CPU 111 1280x720.sc
11.06 4000 GPU 100 1920x1080.sc
10.14 16000 CPU 000 1440x900.sc
35.62 4000 GPU 111 1920x1080.sc
4.09 1000 GPU 100 1440x900.sc
20.81 1000 CPU 101 1440x900.sc
57.81 65000 GPU 011 1280x720.sc
4.92 1000 CPU 011 1440x900.sc
37.46 260000 CPU 000 1280x720.sc
182.01 260000 CPU 100 1280x720.sc
8.94 4000 CPU 010 1440x900.sc
13.26 16000 CPU 010 1280x720.sc
295.12 65000 CPU 111 1920x1080.sc
21.48 65000 CPU 010 1280x720.sc
28.98 1000 CPU 111 1920x1080.sc
6.79 1000 GPU 111 1280x720.sc
19.82 4000 GPU 101 1920x1080.sc
40.03 260000 GPU 000 1280x720.sc
65.51 16000 CPU 110 1280x720.sc
3.32 1000 CPU 001 1280x720.sc
6.85 4000 CPU 010 1280x720.sc
127.99 260000 CPU 011 1920x1080.sc
128.00 260000 CPU 011 1920x1080.sc
32.72 65000 CPU 001 1920x1080.sc
137.22 65000 CPU 110 1440x900.sc
173.41 65000 CPU 111 1280x720.sc
7.51 4000 GPU 100 1280x720.sc
33.80 4000 CPU 110 1280x720.sc
4.33 4000 GPU 010 1920x1080.sc
421.73 260000 GPU 110 1920x1080.sc
18.99 65000 CPU 001 1280x720.sc
71.83 260000 GPU 001 1280x720.sc
3.76 4000 GPU 001 1440x900.sc
272.66 260000 CPU 100 1920x1080.sc
3.51 1000 GPU 100 1280x720.sc
3.73 4000 GPU 001 1440x900.sc
34.93 65000 CPU 011 1280x720.sc
23.15 65000 CPU 000 1920x1080.sc
104.09 16000 CPU 110 1920x1080.sc
438.90 260000 GPU 101 1440x900.sc
12.85 4000 CPU 011 1920x1080.sc
2.09 1000 GPU 011 1920x1080.sc
4.20 1000 CPU 001 1440x900.sc
49.34 65000 GPU 100 1280x720.sc
0.88 1000 GPU 000 1280x720.sc
14.11 65000 CPU 000 1280x720.sc
20.29 65000 GPU 010 1280x720.sc
64.80 16000 GPU 101 1920x1080.sc
53.08 260000 GPU 000 1920x1080.sc
70.91 16000 CPU 101 1440x900.sc
7.79 4000 CPU 001 1440x900.sc
1.88 1000 GPU 011 1440x900.sc
32.62 4000 CPU 100 1440x900.sc
634.35 260000 CPU 111 1920x1080.sc
32.35 16000 GPU 011 1920x1080.sc
18.32 65000 CPU 000 1440x900.sc
8.92 4000 CPU 010 1440x900.sc
6.63 4000 CPU 000 1440x900.sc
11.73 16000 GPU 010 1920x1080.sc
1.49 1000 GPU 001 1920x1080.sc
24.35 4000 CPU 100 1280x720.sc
2.25 4000 GPU 000 1440x900.sc
34.87 65000 CPU 010 1920x1080.sc
2.26 4000 GPU 000 1440x900.sc
47.26 65000 CPU 011 1440x900.sc
156.25 16000 CPU 111 1920x1080.sc
94.05 65000 CPU 101 1280x720.sc
234.49 65000 CPU 111 1440x900.sc
26.48 4000 GPU 111 1280x720.sc
6.83 4000 CPU 010 1280x720.sc
213.42 260000 GPU 011 1440x900.sc
19.87 4000 GPU 101 1920x1080.sc
137.04 65000 CPU 110 1440x900.sc
15.25 1000 CPU 100 1280x720.sc
89.25 260000 GPU 001 1440x900.sc
31.97 4000 GPU 111 1440x900.sc
34.79 65000 CPU 011 1280x720.sc
64.07 4000 CPU 111 1920x1080.sc
1.90 1000 GPU 011 1440x900.sc
69.48 65000 CPU 100 1280x720.sc
4.22 1000 GPU 100 1440x900.sc
193.25 260000 GPU 100 1280x720.sc
12.37 65000 GPU 000 1440x900.sc
1.25 1000 GPU 000 1920x1080.sc
5.15 1000 CPU 001 1920x1080.sc
24.04 1000 CPU 111 1440x900.sc
64.08 4000 CPU 111 1920x1080.sc
8.28 4000 CPU 000 1920x1080.sc
28.75 16000 GPU 011 1440x900.sc
47.65 4000 CPU 101 1920x1080.sc
376.84 65000 GPU 111 1440x900.sc
33.65 4000 CPU 110 1280x720.sc
98.97 65000 GPU 110 1280x720.sc
65.75 260000 GPU 010 1280x720.sc
49.95 16000 CPU 100 1440x900.sc
1.89 1000 GPU 011 1440x900.sc
284.57 65000 GPU 111 1280x720.sc
7.39 4000 GPU 011 1920x1080.sc
89.21 260000 GPU 001 1440x900.sc
14.13 65000 CPU 000 1280x720.sc
10.08 16000 CPU 000 1440x900.sc
103.67 260000 GPU 001 1920x1080.sc
376.41 65000 GPU 111 1440x900.sc
837.53 260000 GPU 111 1280x720.sc
5.75 4000 CPU 001 1280x720.sc
1.39 1000 GPU 010 1280x720.sc
35.48 4000 GPU 111 1920x1080.sc
103.38 65000 GPU 101 1280x720.sc
39.93 260000 GPU 000 1280x720.sc
10.83 4000 CPU 010 1920x1080.sc
64.82 16000 CPU 100 1920x1080.sc
55.79 260000 CPU 000 1920x1080.sc
11.34 16000 GPU 001 1440x900.sc
457.23 65000 GPU 111 1920x1080.sc
1.52 1000 GPU 001 1920x1080.sc
5.53 1000 CPU 010 1920x1080.sc
68.73 65000 GPU 100 1920x1080.sc
10.24 65000 GPU 000 1280x720.sc
32.26 16000 GPU 011 1920x1080.sc
65.43 16000 CPU 110 1280x720.sc
19.99 4000 GPU 101 1920x1080.sc
421.45 260000 GPU 110 1920x1080.sc
170.02 260000 GPU 011 1280x720.sc
5.88 1000 CPU 011 1920x1080.sc
54.68 16000 GPU 101 1440x900.sc
13.07 16000 CPU 000 1920x1080.sc
285.19 65000 GPU 111 1280x720.sc
17.40 4000 GPU 110 1440x900.sc
1.12 1000 GPU 001 1280x720.sc
159.32 16000 GPU 111 1920x1080.sc
18.20 65000 CPU 000 1440x900.sc
20.57 16000 GPU 100 1440x900.sc
24.29 4000 CPU 100 1280x720.sc
9.65 4000 CPU 001 1920x1080.sc
31.40 16000 CPU 011 1920x1080.sc
81.55 260000 CPU 011 1280x720.sc
6.76 4000 GPU 011 1440x900.sc
4.90 1000 CPU 011 1440x900.sc
37.44 16000 CPU 100 1280x720.sc
2.58 4000 GPU 000 1920x1080.sc
456.91 65000 GPU 111 1920x1080.sc
141.03 16000 GPU 111 1440x900.sc
9.45 4000 GPU 100 1440x900.sc
42.09 16000 GPU 110 1280x720.sc
159.12 16000 GPU 111 1920x1080.sc
2.48 4000 GPU 000 1920x1080.sc
4.94 4000 CPU 000 1280x720.sc
18.12 16000 CPU 001 1920x1080.sc
4.88 1000 CPU 000 1920x1080.sc
32.63 65000 CPU 001 1920x1080.sc
53.31 260000 GPU 000 1920x1080.sc
34.82 65000 CPU 010 1920x1080.sc
10.40 65000 GPU 000 1280x720.sc
19.48 1000 CPU 111 1280x720.sc
4.20 1000 GPU 100 1440x900.sc
230.42 260000 GPU 100 1440x900.sc
47.32 260000 GPU 000 1440x900.sc
10.80 4000 CPU 010 1920x1080.sc
1.22 1000 GPU 001 1280x720.sc
284.80 65000 GPU 111 1280x720.sc
16.98 16000 CPU 010 1440x900.sc
234.72 65000 CPU 111 1440x900.sc
19.15 65000 CPU 001 1280x720.sc
53.25 4000 CPU 111 1440x900.sc
371.44 260000 GPU 110 1440x900.sc
109.86 16000 GPU 111 1280x720.sc
1266.53 260000 GPU 111 1920x1080.sc
7.75 4000 CPU 001 1440x900.sc
3.88 4000 GPU 001 1440x900.sc
89.21 260000 GPU 001 1440x900.sc
21.19 65000 GPU 001 1280x720.sc
41.03 16000 GPU 101 1280x720.sc
1.45 1000 GPU 010 1440x900.sc
10.85 4000 CPU 010 1920x1080.sc
3.35 1000 CPU 001 1280x720.sc
53.75 4000 CPU 110 1920x1080.sc
170.34 260000 GPU 011 1280x720.sc
5.13 1000 GPU 110 1280x720.sc
17.47 4000 GPU 101 1440x900.sc
90.06 16000 CPU 101 1920x1080.sc
5.91 1000 CPU 011 1920x1080.sc
239.31 260000 CPU 101 1280x720.sc
1.34 1000 GPU 000 1920x1080.sc
20.42 16000 GPU 100 1440x900.sc
14.24 65000 GPU 000 1920x1080.sc
6.48 1000 GPU 110 1920x1080.sc
1.12 1000 GPU 001 1280x720.sc
515.04 260000 CPU 111 1440x900.sc
4.38 4000 GPU 001 1920x1080.sc
49.01 260000 CPU 001 1280x720.sc
9.65 4000 CPU 001 1920x1080.sc
24.62 65000 GPU 010 1440x900.sc
1.05 1000 GPU 000 1440x900.sc
71.84 260000 GPU 001 1280x720.sc
28.06 65000 GPU 010 1920x1080.sc
5.48 1000 GPU 101 1440x900.sc
253.70 260000 CPU 110 1280x720.sc
194.05 260000 GPU 100 1280x720.sc
4.56 1000 CPU 010 1440x900.sc
2.02 1000 GPU 011 1920x1080.sc
13.30 16000 GPU 001 1920x1080.sc
64.80 16000 GPU 101 1920x1080.sc
8.88 4000 CPU 010 1440x900.sc
8.15 4000 CPU 011 1280x720.sc
6.73 4000 GPU 011 1440x900.sc
7.38 4000 GPU 100 1280x720.sc
351.78 260000 GPU 101 1280x720.sc
3.11 1000 CPU 000 1280x720.sc
141.21 16000 GPU 111 1440x900.sc
57.79 65000 GPU 011 1280x720.sc
34.79 65000 CPU 011 1280x720.sc
11.31 16000 GPU 001 1440x900.sc
27.71 65000 CPU 010 1440x900.sc
99.12 65000 GPU 110 1280x720.sc
19.86 4000 GPU 101 1920x1080.sc
3.08 1000 CPU 000 1280x720.sc
5.57 4000 GPU 011 1280x720.sc
4.59 1000 GPU 100 1920x1080.sc
10.48 16000 CPU 001 1280x720.sc
8.20 4000 CPU 011 1280x720.sc
6.49 1000 GPU 110 1920x1080.sc
8.42 16000 GPU 001 1280x720.sc
18.13 16000 CPU 001 1920x1080.sc
3.98 1000 CPU 011 1280x720.sc
156.09 16000 CPU 111 1920x1080.sc
25.74 65000 CPU 001 1440x900.sc
50.18 16000 CPU 100 1440x900.sc
19.61 4000 GPU 110 1920x1080.sc
103.65 260000 GPU 001 1920x1080.sc
27.17 1000 CPU 110 1920x1080.sc
213.45 260000 GPU 011 1440x900.sc
23.01 65000 CPU 000 1920x1080.sc
41.22 16000 GPU 101 1280x720.sc
56.45 16000 GPU 110 1920x1080.sc
365.95 260000 CPU 101 1920x1080.sc
3.83 4000 GPU 010 1440x900.sc
1.33 1000 GPU 001 1440x900.sc
52.17 16000 CPU 101 1280x720.sc
6.81 1000 GPU 111 1280x720.sc
258.81 260000 GPU 100 1920x1080.sc
7.39 4000 GPU 100 1280x720.sc
14.25 65000 GPU 000 1920x1080.sc
294.95 65000 CPU 111 1920x1080.sc
65.88 260000 GPU 010 1280x720.sc
24.58 65000 GPU 010 1440x900.sc
54.56 16000 GPU 101 1440x900.sc
33.69 4000 CPU 110 1280x720.sc
4.22 1000 GPU 100 1440x900.sc
1.69 4000 GPU 000 1280x720.sc
40.66 4000 CPU 111 1280x720.sc
377.32 65000 GPU 111 1440x900.sc
16.25 16000 GPU 100 1280x720.sc
18.03 1000 CPU 110 1280x720.sc
14.36 65000 GPU 000 1920x1080.sc
314.93 260000 CPU 110 1440x900.sc
10.73 4000 CPU 011 1440x900.sc
50.18 16000 CPU 100 1440x900.sc
272.92 260000 CPU 100 1920x1080.sc
322.11 260000 GPU 110 1280x720.sc
141.09 16000 GPU 111 1440x900.sc
20.17 65000 GPU 010 1280x720.sc
24.58 65000 GPU 010 1440x900.sc
19.87 16000 CPU 011 1280x720.sc
6.08 1000 GPU 110 1440x900.sc
6.55 4000 CPU 000 1440x900.sc
47.61 4000 CPU 101 1920x1080.sc
64.95 16000 GPU 101 1920x1080.sc
25.34 1000 CPU 101 1920x1080.sc
2.24 4000 GPU 000 1440x900.sc
20.78 1000 CPU 101 1440x900.sc
5.88 1000 CPU 011 1920x1080.sc
6.63 4000 GPU 011 1440x900.sc
1265.41 260000 GPU 111 1920x1080.sc
46.25 260000 CPU 000 1440x900.sc
437.93 260000 GPU 101 1440x900.sc
1266.36 260000 GPU 111 1920x1080.sc
47.36 260000 GPU 000 1440x900.sc
26.39 4000 GPU 111 1280x720.sc
120.73 65000 GPU 110 1440x900.sc
12.86 4000 CPU 011 1920x1080.sc
42.29 16000 GPU 110 1280x720.sc
7.67 1000 GPU 111 1440x900.sc
31.95 4000 GPU 111 1440x900.sc
213.13 260000 GPU 011 1440x900.sc
20.86 16000 CPU 010 1920x1080.sc
3.05 4000 GPU 001 1280x720.sc
44.28 4000 CPU 110 1440x900.sc
1.34 1000 GPU 010 1280x720.sc
104.13 260000 CPU 011 1440x900.sc
92.71 65000 GPU 011 1920x1080.sc
48.90 260000 CPU 001 1280x720.sc
5.36 16000 GPU 000 1920x1080.sc
71.85 260000 GPU 001 1280x720.sc
19.42 1000 CPU 111 1280x720.sc
38.41 4000 CPU 101 1440x900.sc
104.13 260000 CPU 011 1440x900.sc
104.13 16000 CPU 110 1920x1080.sc
22.62 1000 CPU 110 1440x900.sc
634.12 260000 CPU 111 1920x1080.sc
137.82 65000 GPU 110 1920x1080.sc
10.09 16000 CPU 000 1440x900.sc
137.38 65000 GPU 101 1440x900.sc
161.34 65000 CPU 101 1920x1080.sc
509.94 260000 GPU 101 1920x1080.sc
18.18 65000 CPU 000 1440x900.sc
438.22 260000 GPU 101 1440x900.sc
92.50 65000 GPU 011 1920x1080.sc
7.42 4000 GPU 100 1280x720.sc
6.77 4000 CPU 010 1280x720.sc
17.60 4000 GPU 101 1440x900.sc
4.57 1000 CPU 010 1440x900.sc
103.48 260000 GPU 001 1920x1080.sc
3.38 1000 GPU 100 1280x720.sc
64.70 16000 CPU 100 1920x1080.sc
52.02 260000 CPU 010 1280x720.sc
6.08 1000 GPU 101 1920x1080.sc
13.13 16000 CPU 000 1920x1080.sc
84.71 16000 CPU 110 1440x900.sc
54.64 16000 GPU 101 1440x900.sc
5.21 16000 GPU 000 1920x1080.sc
8.44 16000 GPU 001 1280x720.sc
4.20 4000 GPU 010 1920x1080.sc
32.48 4000 CPU 100 1440x900.sc
3.28 4000 GPU 010 1280x720.sc
57.79 65000 GPU 011 1280x720.sc
37.25 16000 CPU 100 1280x720.sc
8.59 16000 GPU 001 1280x720.sc
3.43 1000 GPU 100 1280x720.sc
44.23 4000 CPU 110 1440x900.sc
19.51 1000 CPU 111 1280x720.sc
193.49 260000 GPU 100 1280x720.sc
99.10 16000 CPU 111 1280x720.sc
5.78 4000 CPU 001 1280x720.sc
137.83 65000 GPU 110 1920x1080.sc
52.02 16000 CPU 101 1280x720.sc
168.36 65000 GPU 101 1920x1080.sc
41.24 16000 GPU 101 1280x720.sc
5.24 16000 GPU 000 1920x1080.sc
381.80 260000 CPU 110 1920x1080.sc
18.14 1000 CPU 110 1280x720.sc
841.10 260000 GPU 111 1280x720.sc
53.02 4000 CPU 111 1440x900.sc
161.60 65000 CPU 101 1920x1080.sc
105.66 65000 CPU 110 1280x720.sc
5.56 1000 CPU 010 1920x1080.sc
22.40 16000 GPU 011 1280x720.sc
65.61 260000 GPU 010 1280x720.sc
8.22 4000 CPU 000 1920x1080.sc
842.26 260000 GPU 111 1280x720.sc
10.48 16000 CPU 001 1280x720.sc
34.49 65000 GPU 001 1920x1080.sc
27.15 1000 CPU 110 1920x1080.sc
40.68 4000 CPU 111 1280x720.sc
366.05 260000 CPU 101 1920x1080.sc
1.66 1000 GPU 011 1280x720.sc
4.19 4000 GPU 010 1920x1080.sc
75.54 260000 GPU 010 1440x900.sc
4.21 4000 GPU 010 1920x1080.sc
194.63 260000 GPU 100 1280x720.sc
353.86 260000 GPU 101 1280x720.sc
5.99 1000 GPU 110 1440x900.sc
26.53 4000 GPU 111 1280x720.sc
25.28 1000 CPU 101 1920x1080.sc
27.24 1000 CPU 110 1920x1080.sc
99.27 16000 CPU 111 1280x720.sc
10.41 16000 GPU 010 1440x900.sc
272.93 260000 CPU 100 1920x1080.sc
16.38 1000 CPU 101 1280x720.sc
85.63 260000 GPU 010 1920x1080.sc
5.89 4000 CPU 001 1280x720.sc
4.94 4000 CPU 000 1280x720.sc
32.64 65000 CPU 001 1920x1080.sc
5.59 1000 GPU 101 1440x900.sc
5.12 1000 GPU 110 1280x720.sc
514.79 260000 CPU 111 1440x900.sc
1.75 4000 GPU 000 1280x720.sc
352.44 260000 GPU 101 1280x720.sc
130.06 16000 CPU 111 1440x900.sc
12.53 65000 GPU 000 1440x900.sc
234.68 65000 CPU 111 1440x900.sc
27.78 65000 CPU 010 1440x900.sc
6.75 4000 GPU 011 1440x900.sc
234.63 65000 CPU 111 1440x900.sc
26.20 16000 CPU 011 1440x900.sc
130.29 16000 CPU 111 1440x900.sc
17.09 16000 CPU 010 1440x900.sc
322.58 260000 GPU 110 1280x720.sc
89.56 260000 GPU 001 1440x900.sc
58.02 65000 GPU 011 1280x720.sc
3.11 1000 CPU 000 1280x720.sc
81.39 260000 CPU 011 1280x720.sc
4.92 1000 CPU 000 1920x1080.sc
94.23 65000 CPU 101 1280x720.sc
213.49 260000 GPU 011 1440x900.sc
31.20 16000 CPU 011 1920x1080.sc
7.55 4000 GPU 011 1920x1080.sc
47.60 4000 CPU 101 1920x1080.sc
28.65 16000 GPU 011 1440x900.sc
10.93 4000 GPU 100 1920x1080.sc
76.41 65000 GPU 011 1440x900.sc
5.97 1000 GPU 101 1920x1080.sc
10.51 16000 CPU 001 1280x720.sc
3.28 4000 GPU 010 1280x720.sc
24.50 16000 GPU 100 1920x1080.sc
53.34 260000 GPU 000 1920x1080.sc
1.95 1000 GPU 011 1920x1080.sc
4.57 1000 GPU 101 1280x720.sc
23.86 1000 CPU 100 1920x1080.sc
110.19 16000 GPU 111 1280x720.sc
63.98 4000 CPU 111 1920x1080.sc
8.95 4000 CPU 010 1440x900.sc
120.81 65000 GPU 110 1440x900.sc
9.59 4000 CPU 001 1920x1080.sc
169.01 65000 GPU 101 1920x1080.sc
3.14 4000 GPU 010 1280x720.sc
52.01 16000 CPU 101 1280x720.sc
128.00 260000 CPU 011 1920x1080.sc
24.02 1000 CPU 100 1920x1080.sc
19.59 4000 GPU 110 1920x1080.sc
21.11 65000 GPU 001 1280x720.sc
28.58 4000 CPU 101 1280x720.sc
3.71 1000 CPU 010 1280x720.sc
56.69 16000 GPU 110 1920x1080.sc
26.13 16000 CPU 011 1440x900.sc
4.00 1000 CPU 000 1440x900.sc
1.71 1000 GPU 011 1280x720.sc
47.26 65000 CPU 011 1440x900.sc
21.41 65000 CPU 010 1280x720.sc
10.60 16000 CPU 001 1280x720.sc
6.62 1000 GPU 110 1920x1080.sc
40.76 4000 CPU 100 1920x1080.sc
59.35 65000 CPU 011 1920x1080.sc
13.19 16000 CPU 000 1920x1080.sc
61.66 260000 CPU 001 1440x900.sc
2.27 4000 GPU 000 1440x900.sc
103.36 65000 GPU 101 1280x720.sc
172.42 65000 CPU 110 1920x1080.sc
76.35 65000 GPU 011 1440x900.sc
9.47 4000 GPU 100 1440x900.sc
19.88 16000 CPU 011 1280x720.sc
173.25 65000 CPU 111 1280x720.sc
3.35 1000 CPU 001 1280x720.sc
13.21 16000 CPU 010 1280x720.sc
14.27 65000 CPU 000 1280x720.sc
24.50 16000 GPU 100 1920x1080.sc
50.16 16000 CPU 100 1440x900.sc
46.55 260000 CPU 000 1440x900.sc
13.35 16000 GPU 001 1920x1080.sc
259.65 260000 GPU 100 1920x1080.sc
59.99 65000 GPU 100 1440x900.sc
7.72 4000 CPU 001 1440x900.sc
25.65 65000 CPU 001 1440x900.sc
65.55 16000 CPU 110 1280x720.sc
90.25 16000 CPU 101 1920x1080.sc
114.07 65000 CPU 100 1920x1080.sc
159.19 16000 GPU 111 1920x1080.sc
54.69 16000 GPU 101 1440x900.sc
260.17 260000 GPU 100 1920x1080.sc
103.90 16000 CPU 110 1920x1080.sc
11.30 16000 GPU 001 1440x900.sc
16.38 1000 CPU 101 1280x720.sc
1.53 1000 GPU 010 1440x900.sc
53.09 260000 GPU 000 1920x1080.sc
46.39 260000 CPU 000 1440x900.sc
256.85 260000 GPU 011 1920x1080.sc
8.19 4000 CPU 011 1280x720.sc
1.72 1000 GPU 010 1920x1080.sc
16.39 16000 GPU 100 1280x720.sc
110.44 16000 GPU 111 1280x720.sc
